,DATES,STATE,death,deathIncrease,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveIncrease,positiveScore,recovered,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,cases,deaths,Unnamed: 0,STEMERG,CLSCHOOL,CLDAYCR,STAYHOME,QRSOMEST,QR_ALLST,CLBSNS,CURFEW,CLREST,CLGYM,CLMOVIE,CLOSEBAR,CASCLOSE,FM_ALL,TLHLAUD,TLHLMED,ELECPRCR,CLS_RELG,CLS_HAIR
3078,01/12/21,West Virginia,1634.0,40,,,755.0,0,,0,103203.0,921,0,72992.0,0,1661864.0,9928,0,103203.0,1634.0,17168.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3079,01/12/21,Wyoming,522.0,33,1192.0,1192.0,106.0,-24,162187.0,-85,48072.0,677,0,45223.0,0,536070.0,1456,477,48072.0,522.0,17872.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3080,01/11/21,Alaska,224.0,0,1104.0,1104.0,79.0,3,,0,48797.0,173,0,,0,1357708.0,5228,0,50111.0,215.0,623.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3081,01/11/21,Alabama,5347.0,13,37587.0,37587.0,3088.0,833,1649818.0,4447,404000.0,2100,0,211684.0,0,1972863.0,6207,6207,404000.0,5347.0,271.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3082,01/11/21,Arkansas,4081.0,38,12115.0,12115.0,1371.0,0,1993713.0,8867,256344.0,1268,0,226700.0,0,2202491.0,9896,0,256344.0,4081.0,1327.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3083,01/11/21,American Samoa,0.0,0,,,,0,2140.0,0,0.0,0,0,,0,2140.0,0,0,,,,,,,,,,,,,,,,,,,,,,
3084,01/11/21,Arizona,10147.0,6,43636.0,43636.0,4997.0,54,2503716.0,13545,627541.0,8995,0,,0,5696693.0,61574,22147,627771.0,10147.0,975.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3085,01/11/21,California,29965.0,264,,,22633.0,0,,0,2710801.0,39839,0,,0,36170528.0,343704,0,2770396.0,30381.0,1679.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3086,01/11/21,Colorado,5213.0,5,20015.0,20015.0,914.0,30,1900701.0,5880,362825.0,1677,0,,27412,4798163.0,27412,7538,364815.0,5291.0,2031.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3087,01/11/21,Connecticut,6416.0,92,,,1142.0,0,,0,213358.0,7364,0,,0,4885892.0,15246,0,213358.0,6416.0,2383.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3088,01/11/21,District of Columbia,821.0,4,,,298.0,0,,0,31993.0,202,0,22153.0,3566,960916.0,3566,804,31993.0,821.0,3087.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3089,01/11/21,Delaware,986.0,14,,,471.0,0,472154.0,1869,65827.0,554,0,,10925,1063800.0,10925,2423,65827.0,986.0,2735.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3090,01/11/21,Florida,23424.0,163,66738.0,66738.0,7650.0,205,7770903.0,26775,1461958.0,11338,0,,96946,16914911.0,96946,38113,1488578.0,23070.0,3439.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3091,01/11/21,Georgia,11475.0,17,44742.0,44742.0,6064.0,107,,0,764499.0,7454,0,,0,5708060.0,35770,0,740078.0,11113.0,3791.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3092,01/11/21,Guam,124.0,0,,,9.0,0,91737.0,630,7423.0,11,0,7164.0,0,99160.0,641,0,8392.0,125.0,,,,,,,,,,,,,,,,,,,,
3093,01/11/21,Hawaii,309.0,0,1895.0,1895.0,126.0,31,,0,24039.0,172,0,,5448,875020.0,5448,0,23462.0,306.0,4143.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3094,01/11/21,Iowa,4139.0,1,,,555.0,0,948530.0,992,251229.0,476,0,256151.0,0,1199759.0,1468,1460,297774.0,4139.0,5551.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3095,01/11/21,Idaho,1534.0,6,6037.0,6037.0,375.0,22,439638.0,1067,149667.0,432,0,66012.0,0,562715.0,1408,1408,150557.0,1552.0,4495.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3096,01/11/21,Illinois,19363.0,70,,,3540.0,0,,0,1033526.0,4776,0,,0,14169986.0,66697,0,1036450.0,19365.0,4847.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3097,01/11/21,Indiana,9016.0,31,37288.0,37288.0,2537.0,163,2195235.0,6364,567338.0,3685,0,,0,6140884.0,31731,10049,570355.0,9016.0,5199.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3098,01/11/21,Kansas,3255.0,107,7351.0,7351.0,590.0,94,819014.0,10129,247502.0,5180,0,,0,1066516.0,15309,15309,250421.0,3255.0,5903.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3099,01/11/21,Kentucky,2922.0,21,14621.0,14621.0,1709.0,61,,0,305707.0,2082,0,39020.0,0,3335482.0,24683,0,309414.0,3247.0,6255.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3100,01/11/21,Louisiana,7918.0,45,,,1982.0,0,4110513.0,11423,348234.0,1405,0,280373.0,0,4458747.0,12828,0,348234.0,7918.0,6607.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3101,01/11/21,Massachusetts,13206.0,55,16603.0,16603.0,2211.0,0,3808039.0,12662,437042.0,4251,0,293522.0,0,11774727.0,57414,16901,437042.0,13206.0,7663.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3102,01/11/21,Maryland,6301.0,29,28731.0,28731.0,1957.0,208,2649578.0,13513,309686.0,3012,0,9431.0,0,6188765.0,43520,16525,309874.0,6301.0,7311.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3103,01/11/21,Maine,438.0,6,1171.0,1171.0,190.0,13,,0,29611.0,313,0,11752.0,0,1168144.0,5458,0,29611.0,438.0,6959.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3104,01/11/21,Michigan,14192.0,47,,,2396.0,0,,0,567682.0,5129,0,415079.0,0,8683220.0,74472,0,565845.0,14183.0,8015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3105,01/11/21,Minnesota,5711.0,4,22815.0,22815.0,686.0,52,2668341.0,5517,437552.0,980,0,417005.0,16981,5687368.0,16981,6310,437620.0,5779.0,8367.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3106,01/11/21,Missouri,5951.0,3,,,2608.0,0,1694664.0,3240,424986.0,1659,0,,0,3830281.0,11128,4899,454492.0,6336.0,9071.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3107,01/11/21,Northern Marianas,2.0,0,4.0,4.0,,0,17429.0,0,125.0,0,0,29.0,0,17554.0,0,0,,,,,,,,,,,,,,,,,,,,,,
3108,01/11/21,Mississippi,5186.0,19,8425.0,8425.0,1424.0,165,1222926.0,39348,240309.0,1227,0,198888.0,0,1463235.0,40575,0,240309.0,5186.0,8719.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3109,01/11/21,Montana,1057.0,1,3853.0,3853.0,207.0,19,,0,86653.0,329,0,80674.0,0,845439.0,3189,0,86757.0,1057.0,9423.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3110,01/11/21,North Carolina,7578.0,11,,,3843.0,0,,0,629124.0,5936,0,,0,7286664.0,59826,0,632994.0,7635.0,11887.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3111,01/11/21,North Dakota,1360.0,0,3656.0,3656.0,74.0,5,287758.0,0,94830.0,114,0,91597.0,2073,1280626.0,2073,140,94838.0,1360.0,12239.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3112,01/11/21,Nebraska,1760.0,23,5460.0,5460.0,475.0,16,694441.0,928,176026.0,406,0,121710.0,0,1852051.0,3962,1337,177655.0,1835.0,9775.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3113,01/11/21,New Hampshire,869.0,0,934.0,934.0,267.0,12,509918.0,15198,52307.0,707,0,45320.0,0,1098825.0,7117,3938,52307.0,869.0,10479.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3114,01/11/21,New Jersey,19932.0,46,53335.0,53335.0,3653.0,82,7661683.0,0,590162.0,5334,0,,0,8251845.0,5334,0,590165.0,19932.0,10831.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3115,01/11/21,New Mexico,2764.0,15,10721.0,10721.0,704.0,62,,0,157087.0,930,0,78826.0,0,2101155.0,7580,0,157087.0,2766.0,11183.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3116,01/11/21,Nevada,3500.0,33,,,1777.0,0,993573.0,2977,250249.0,1681,0,,11767,2235084.0,11767,4658,250484.0,3503.0,10127.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3117,01/11/21,New York,31841.0,169,,,8645.0,0,,0,1140156.0,13714,0,,203904,27524906.0,203904,0,1150028.0,39404.0,11535.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3118,01/11/21,Ohio,9702.0,75,41377.0,41377.0,4056.0,219,,0,784957.0,7892,0,639080.0,0,8186142.0,40490,0,784957.0,9702.0,12591.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3119,01/11/21,Oklahoma,2775.0,14,18885.0,18885.0,1926.0,61,2499916.0,0,335247.0,3885,0,289309.0,0,2835163.0,3885,0,335247.0,2775.0,12943.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3120,01/11/21,Oregon,1605.0,2,6864.0,6864.0,498.0,0,,0,125683.0,1207,0,,0,2786624.0,0,0,126607.0,1628.0,13295.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3121,01/11/21,Pennsylvania,17853.0,83,,,5232.0,0,3392246.0,10783,726154.0,5338,0,537353.0,39353,8145981.0,39353,15727,731967.0,17861.0,13647.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3122,01/11/21,Puerto Rico,1642.0,12,,,392.0,0,305972.0,0,83468.0,349,0,73760.0,0,389440.0,349,0,117083.0,1642.0,,,,,,,,,,,,,,,,,,,,
3123,01/11/21,Rhode Island,1947.0,7,7191.0,7191.0,399.0,164,575802.0,1975,100607.0,568,0,,8328,2166820.0,8328,2543,100607.0,1947.0,13999.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3124,01/11/21,South Carolina,5826.0,15,15664.0,15664.0,2387.0,66,3130961.0,18901,357654.0,3129,0,165305.0,0,3488615.0,22030,0,357654.0,5826.0,14351.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3125,01/11/21,South Dakota,1585.0,0,5917.0,5917.0,242.0,13,281213.0,370,103499.0,181,0,96812.0,0,617105.0,1599,551,103499.0,1585.0,14703.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
3126,01/11/21,Tennessee,7865.0,80,15359.0,15359.0,3249.0,52,,0,657396.0,3527,0,568910.0,0,5879860.0,20996,0,645378.0,7795.0,15055.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3127,01/11/21,Texas,29933.0,56,,,13397.0,0,,0,1969240.0,14834,0,1568710.0,0,14939305.0,148261,0,1991625.0,30720.0,15407.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3128,01/11/21,Utah,1396.0,4,11940.0,11940.0,595.0,74,1352016.0,3089,307483.0,1484,0,251170.0,0,2381850.0,7852,4156,307502.0,1400.0,15759.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3129,01/11/21,Virginia,5393.0,10,19182.0,19182.0,3117.0,87,,0,403386.0,4530,0,,32988,4621140.0,32988,0,403386.0,5393.0,16463.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3130,01/11/21,Virgin Islands,24.0,0,,,,0,35326.0,0,2143.0,0,0,1984.0,0,37469.0,0,0,2042.0,23.0,,,,,,,,,,,,,,,,,,,,
3131,01/11/21,Vermont,156.0,0,,,53.0,0,271169.0,740,9078.0,111,0,6027.0,0,761740.0,2649,849,9078.0,156.0,16111.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3132,01/11/21,Washington,3698.0,0,15771.0,15771.0,1177.0,0,,0,271595.0,0,0,,0,4034774.0,0,0,281071.0,3793.0,16815.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3133,01/11/21,Wisconsin,5575.0,5,22434.0,22434.0,973.0,56,2405734.0,3998,551942.0,1682,0,474830.0,18002,5626886.0,18002,5454,551942.0,5576.0,17519.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3134,01/11/21,West Virginia,1594.0,12,,,755.0,0,,0,102282.0,1070,0,71431.0,0,1651936.0,11521,0,102282.0,1594.0,17167.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3135,01/11/21,Wyoming,489.0,0,1216.0,1216.0,98.0,16,162272.0,581,47395.0,563,0,44982.0,0,534614.0,6477,1253,47395.0,489.0,17871.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3136,01/10/21,Alaska,224.0,0,1101.0,1101.0,82.0,1,,0,48624.0,250,0,,0,1352480.0,6907,0,49935.0,215.0,622.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3137,01/10/21,Alabama,5334.0,35,36754.0,36754.0,2863.0,0,1645371.0,7584,401900.0,2750,0,211684.0,0,1966656.0,9870,9870,401900.0,5334.0,270.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3138,01/10/21,Arkansas,4043.0,33,12115.0,12115.0,1340.0,28,1984846.0,31723,255076.0,3330,0,223513.0,0,2192595.0,34579,0,255076.0,4043.0,1326.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3139,01/10/21,American Samoa,0.0,0,,,,0,2140.0,0,0.0,0,0,,0,2140.0,0,0,,,,,,,,,,,,,,,,,,,,,,
3140,01/10/21,Arizona,10141.0,105,43582.0,43582.0,4988.0,487,2490171.0,20312,618546.0,11201,0,,0,5635119.0,77755,30756,618546.0,10141.0,974.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3141,01/10/21,California,29701.0,468,,,22513.0,0,,0,2670962.0,49685,0,,0,35826824.0,473076,0,2729772.0,30000.0,1678.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3142,01/10/21,Colorado,5208.0,18,19985.0,19985.0,873.0,23,1894821.0,7972,361148.0,2201,0,,33948,4770751.0,33948,9993,363019.0,5279.0,2030.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3143,01/10/21,Connecticut,6324.0,0,,,1109.0,0,,0,205994.0,0,0,,0,4870646.0,19635,0,205994.0,6324.0,2382.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3144,01/10/21,District of Columbia,817.0,4,,,292.0,0,,0,31791.0,334,0,22153.0,6588,957350.0,6588,1330,31791.0,817.0,3086.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3145,01/10/21,Delaware,972.0,3,,,472.0,0,470285.0,2636,65273.0,798,0,,8365,1052875.0,8365,3434,65273.0,972.0,2734.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3146,01/10/21,Florida,23261.0,111,66533.0,66533.0,7494.0,201,7744128.0,35722,1450620.0,12041,0,,102271,16817965.0,102271,47763,1477002.0,22911.0,3438.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3147,01/10/21,Georgia,11458.0,1,44635.0,44635.0,5993.0,125,,0,757045.0,8193,0,,0,5672290.0,39819,0,732121.0,11097.0,3790.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3148,01/10/21,Guam,124.0,0,,,11.0,0,91107.0,0,7412.0,8,0,7146.0,0,98519.0,8,0,8381.0,125.0,,,,,,,,,,,,,,,,,,,,
3149,01/10/21,Hawaii,309.0,2,1864.0,1864.0,129.0,0,,0,23867.0,198,0,,6544,869572.0,6544,0,23300.0,306.0,4142.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3150,01/10/21,Iowa,4138.0,11,,,541.0,0,947538.0,1815,250753.0,940,0,255593.0,0,1198291.0,2755,2766,296682.0,4138.0,5550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3151,01/10/21,Idaho,1528.0,5,6015.0,6015.0,375.0,20,438571.0,1154,149235.0,977,0,64785.0,0,561307.0,1936,1936,149742.0,1536.0,4494.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3152,01/10/21,Illinois,19293.0,83,,,3527.0,0,,0,1028750.0,4711,0,,0,14103289.0,77775,0,1031288.0,19295.0,4846.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3153,01/10/21,Indiana,8985.0,19,37125.0,37125.0,2593.0,166,2188871.0,8517,563653.0,5093,0,,0,6109153.0,47654,13610,566670.0,8985.0,5198.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3154,01/10/21,Kansas,3148.0,0,7257.0,7257.0,869.0,0,808885.0,0,242322.0,0,0,,0,1051207.0,0,0,245529.0,3148.0,5902.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3155,01/10/21,Kentucky,2901.0,25,14560.0,14560.0,1713.0,49,,0,303625.0,3227,0,39006.0,0,3310799.0,0,0,306823.0,3224.0,6254.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3156,01/10/21,Louisiana,7873.0,40,,,1960.0,0,4099090.0,41263,346829.0,5398,0,280373.0,0,4445919.0,46661,0,346829.0,7873.0,6606.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3157,01/10/21,Massachusetts,13151.0,77,16603.0,16603.0,2225.0,0,3795377.0,14857,432791.0,5656,0,293522.0,0,11717313.0,81754,20253,432791.0,13151.0,7662.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3158,01/10/21,Maryland,6272.0,26,28523.0,28523.0,1950.0,227,2636065.0,14820,306674.0,3310,0,9427.0,0,6145245.0,60177,18130,306853.0,6272.0,7310.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3159,01/10/21,Maine,432.0,0,1158.0,1158.0,191.0,0,,0,29298.0,279,0,11735.0,0,1162686.0,9151,0,29298.0,432.0,6958.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3160,01/10/21,Michigan,14145.0,0,,,2480.0,0,,0,562553.0,0,0,415079.0,0,8608748.0,0,0,560475.0,14134.0,8014.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3161,01/10/21,Minnesota,5707.0,44,22763.0,22763.0,759.0,64,2662824.0,12921,436572.0,2159,0,414756.0,34806,5670387.0,34806,14863,436640.0,5775.0,8366.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3162,01/10/21,Missouri,5948.0,4,,,2700.0,0,1691424.0,6463,423327.0,2744,0,,0,3819153.0,20717,9207,450886.0,6316.0,9070.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3163,01/10/21,Northern Marianas,2.0,0,4.0,4.0,,0,17429.0,0,125.0,0,0,29.0,0,17554.0,0,0,,,,,,,,,,,,,,,,,,,,,,
3164,01/10/21,Mississippi,5167.0,21,8260.0,8260.0,1460.0,0,1183578.0,0,239082.0,2214,0,182103.0,0,1422660.0,2214,0,239082.0,5167.0,8718.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3165,01/10/21,Montana,1056.0,2,3834.0,3834.0,201.0,-3,,0,86324.0,222,0,80237.0,0,842250.0,5114,0,86324.0,1056.0,9422.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3166,01/10/21,North Carolina,7567.0,142,,,3774.0,0,,0,623188.0,8833,0,,0,7226838.0,67844,0,623503.0,7609.0,11886.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3167,01/10/21,North Dakota,1360.0,0,3651.0,3651.0,72.0,7,287758.0,0,94716.0,158,0,91465.0,2646,1278553.0,2646,963,94724.0,1360.0,12238.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
